Latitude,Longitude,Depth,Timestamp,Temperature
0.656633456970482,0.428203539464358,0.399463604262665,1725000000100,27.7640751001737
0.609873248567016,0.764820306034919,0.395747857791855,1725000000200,21.5510252275016
1.19639527211278,0.342790110408187,0.395969955783989,1725000000300,20.4306694418321
1.28691006676712,0.155365407499702,0.392539808887255,1725000000400,20.2295201211624
1.26131979768401,0.713455055722691,0.392184483149106,1725000000500,20.7862330162099
0.118942572570482,0.575269842511124,0.387574398688872,1725000000600,22.4333219817722
1.35606523066415,0.211403057104715,0.391337599478369,1725000000700,27.3497429815504
1.08276430505378,0.669357331612601,0.396168268417836,1725000000800,29.7148832576201
0.586709073179048,0.176570393346011,0.397602764128702,1725000000900,21.504240582373
1.5894040684204,0.62030582564689,0.383123956241319,1725000001000,29.3262747915798
0.282932199938523,0.240079715388639,0.392640153855549,1725000001100,23.2441377469581
1.08444314084602,0.0270117925953639,0.394471877084164,1725000001200,24.2824134997536
0.848529296812884,0.435148651765951,0.399909789533038,1725000001300,20.3444850346629
1.06292685996729,0.430620267373691,0.398239564609639,1725000001400,20.2665593650377
0.268978593746284,0.213155725534686,0.392038145062149,1725000001500,25.9598162770816
1.06500741665664,0.548985948409455,0.397677838129404,1725000001600,22.4388568325272
0.781953805855878,0.329512210923652,0.399866985388892,1725000001700,25.4702105786502
1.07941086283396,0.189224398689004,0.396922314600404,1725000001800,20.1207368435173
1.10765843561458,0.469948788834185,0.39749893066207,1725000001900,28.205796148468
1.09383690478108,0.207193459170434,0.396896745161569,1725000002000,23.8890042704841
0.884023162253019,0.464657107821301,0.399717588360417,1725000002100,29.3408134851569
0.426987972423126,0.308856372360225,0.396295496758099,1725000002200,20.5205771330025
1.42061389111933,0.131428221863863,0.388510701275091,1725000002300,21.5135516469792
1.19749348115336,0.00720864488742992,0.392153929384832,1725000002400,26.7222282007076
1.35360617869005,0.507982064121395,0.39200685459526,1725000002500,20.6787416487703
0.580089350939945,0.418037614678132,0.398776781420988,1725000002600,29.0025923868047
1.52470666929429,0.584885215540304,0.385945731191709,1725000002700,22.0846768168685
0.118963217700727,0.504816484433027,0.388070889933793,1725000002800,20.5811817264722
1.39019024634471,0.374570309611627,0.391232230622467,1725000002900,24.4577387321218
0.84883249396585,0.557537879610557,0.399316540034594,1725000003000,29.3205407419384
0.153691141266594,0.653809503685427,0.387886555336383,1725000003100,20.9865766241916
0.173698166347784,0.546771337116784,0.389603536646283,1725000003200,25.7047573236262
0.731753157285582,0.78521191377511,0.396154780873837,1725000003300,28.4255632027166
0.29333692054655,0.367174834674622,0.393523250141419,1725000003400,29.7240408030748
1.55335225502284,0.709942813210566,0.383327196153453,1725000003500,21.952475361242
1.34087877176555,0.21294458764698,0.391770692048382,1725000003600,21.262539816679
0.2776159630412,0.352465046658293,0.393087094585708,1725000003700,27.2763193704001
0.526969853037184,0.594380568310961,0.397177769643732,1725000003800,23.0124512088055
0.351186747538761,0.41012442899543,0.394936488216166,1725000003900,24.4693304264261
1.39849516190805,0.735174180833392,0.388177905847305,1725000004000,20.7198923472036
0.456292482739289,0.14186789302137,0.395357797916009,1725000004100,24.9801217203514
